t_hours,a,e,i,omega,raan,v
2.783333333333333,7053028.118629693,0.0015807767616167966,1.7138199608967501,1.073650201055865,2.6260132271944454,-2.9921777688899502
2.8,7052338.015897271,0.0016591242106958305,1.713827001814539,1.1672606803328165,2.6260350031145663,-3.022033005009013
2.816666666666667,7051773.296415165,0.0017232672721494398,1.7138327629483523,1.259444251826454,2.6260576086440084,-3.0504624533498443
2.8333333333333335,7051343.047514925,0.0017721836685912107,1.713837150630418,1.3505988618137936,2.6260808743231387,-3.077863828988407
2.85,7051054.2649536235,0.001805086473473181,1.7138400927249349,1.4410607594752798,2.626104616421801,-3.1045731387261646
2.8666666666666667,7050911.645925913,0.001821448081303194,1.7138415407989251,1.5311255814001092,2.6261286418096406,-3.1308857683787266
2.8833333333333333,7050917.476332588,0.0018210122904768393,1.713841471311634,-4.662117310816462,2.626152755816953,3.1261091767745177
2.9,7051071.663303572,0.0018037882780763076,1.713839885300843,-4.572028369806666,2.62617676471533,3.0997724076349065
2.9166666666666665,7051371.731699238,0.0017700511288660146,1.7138368084187028,-4.481517556894726,2.6262004737837987,3.0730141416997805
2.933333333333333,7051812.797188388,0.001720347228751662,1.713832291184369,-4.390287546116629,2.6262236903737097,3.0455373035573077
2.95,7052387.69250262,0.0016554804403701346,1.7138264076484861,-4.297999334098792,2.626246231845024,3.0170031319454127
2.966666666666667,7053087.172703824,0.0015764883744609137,1.7138192532351153,-4.2042512590966465,2.6262679299641167,2.9870101959830277
2.9833333333333334,7053900.019922261,0.001484633086314949,1.7138109436014277,-4.108552873747008,2.6262886302638826,2.955068264754416
3.0,7054813.05964062,0.0013814061320948222,1.7138016143921557,-4.010284089018313,2.6263081909984693,2.920557447852187
3.0166666666666666,7055811.236635795,0.0012685311043423714,1.713791420377281,-3.90862533408856,2.626326484912409,2.882658351883973
3.033333333333333,7056877.9631833425,0.0011479384817360406,1.713780531808791,-3.8024361274050804,2.626343405226404,2.8402306489713256
3.05,7057995.74602632,0.0010217125360123098,1.7137691279441145,-3.690053887553769,2.626358872753247,2.791611886626206
3.066666666666667,7059146.662553121,0.0008920707394137385,1.7137573921315505,-3.568961278524491,2.6263728373985304,2.7342848329426017
3.0833333333333335,7060312.449084993,0.000761427588472367,1.713745510873061,-3.435179867943373,2.6263852743000338,2.664271134363639
3.1,7061474.56954061,0.0006325408195981663,1.7137336731010824,-3.2820641784308777,2.626396181358246,2.5749253662038116
