t_hours,a,e,sin_i,cos_i,sin_omega,cos_omega,sin_raan,cos_raan,sin_v,cos_v
5.683333333333334,0.9399452277942828,0.16641867455419027,0.9898115648656683,-0.14238351750879294,0.8178917268421297,-0.5753721605736578,0.4911306126818401,-0.8710859436856735,0.6533972666980454,0.7570151992341523
5.7,0.9666505077069587,0.1737613989911803,0.989812272376973,-0.14237859899554078,0.6847388279248435,-0.7287885410268959,0.491129656230284,-0.8710864829459375,0.5416226498288391,0.8406217372828202
5.716666666666667,0.985754789976113,0.1766910211201114,0.9898127784751378,-0.14237508057004858,0.5381411509941411,-0.8428547333952043,0.4911291763909629,-0.8710867534852854,0.4350964113120499,0.9003838697263382
5.733333333333333,0.9969178350892207,0.17356616284010287,0.9898130742474054,-0.14237302430200885,0.383302827063561,-0.9236227275057072,0.49112901129989883,-0.8710868465655901,0.33261823311369904,0.9430615626778143
5.75,0.9999471944275342,0.16342469875005752,0.989813154656294,-0.14237246527807051,0.221495936663236,-0.9751612943722058,0.49112899304195756,-0.8710868568596319,0.23075164394909606,0.9730126817337941
5.766666666666667,0.9948048728429058,0.14590555503786365,0.9898130187111981,-0.14237341040315543,0.05116068911179012,-0.9986904344638566,0.4911289511224749,-0.8710868804943268,0.12415563530403831,0.9922627566437484
5.783333333333333,0.9815906983788523,0.12124019922770865,0.9898126690272685,-0.14237584146587168,-0.13183765341954318,-0.9912713216576118,0.4911287158127335,-0.8710870131646639,0.0048619560735557715,0.9999881806217206
5.8,0.9605284008221702,0.09042095599170755,0.9898121114595587,-0.142379717684683,-0.3343740303286646,-0.9424404532073978,0.4911281207336294,-0.8710873486767292,-0.1396094646082381,0.9902066437829031
5.816666666666666,0.9319579442364443,0.05576329085283818,0.989811354905787,-0.14238497708526104,-0.5644027790282699,-0.8254995475620601,0.4911270050552327,-0.871087977706889,-0.32881434753624894,0.944394581122907
5.833333333333333,0.8963366036250591,0.022425321565364226,0.9898104113433273,-0.14239153625252218,-0.8148552142937228,-0.5796645406942977,0.4911252159159401,-0.8710889864368171,-0.5843115835909065,0.8115294038305002
5.85,0.8542465953277656,0.0013693526034287973,0.9898092960423802,-0.142399288860892,-0.9927127815391681,-0.12050449522224407,0.4911226115777426,-0.8710904547732444,-0.8712612461309015,0.4908195605214085
5.866666666666666,0.8063862194134686,0.008014792911955754,0.9898080273445587,-0.1424081072280408,-0.8935712887889556,0.44892132033580767,0.4911190642163459,-0.8710924547734648,-0.999954461144414,-0.009543355666880908
5.883333333333334,0.7535453457431345,0.04616145788734946,0.9898066260272966,-0.14241784674843044,-0.5775757107368751,0.8163371229870621,0.4911144614241696,-0.8710950497965465,-0.9067663195794795,-0.42163353955334865
5.9,0.696593936592592,0.10545092551210464,0.9898051150132553,-0.142428347928341,-0.27202371937208225,0.9622905466120815,0.49110870814912827,-0.8710982934090127,-0.7572339933992017,-0.6531436895819309
5.916666666666667,0.6364763992826283,0.17644869781773195,0.9898035192334675,-0.14243943735160763,-0.03362451676652125,0.999434536061376,0.49110172926190115,-0.8711022279365208,-0.6295538071601547,-0.776956886764095
5.933333333333334,0.5741851779952754,0.25385415570011927,0.9898018649377206,-0.14245093248487464,0.1519997972307579,0.9883805247179897,0.4910934699159432,-0.8711068842604325,-0.5299401620563515,-0.8480350373891917
5.95,0.5107298515824255,0.3345468388213888,0.989800178881985,-0.14246264733322386,0.30175883103147527,0.9533842918228292,0.49108389422104026,-0.8711122825656278,-0.4514193560219764,-0.892311921364219
5.966666666666667,0.44712488044893917,0.41635347515912724,0.9897984880072643,-0.1424743946768448,0.42649962676220404,0.9044877380991412,0.4910729853590266,-0.8711184322757574,-0.3876139916733557,-0.9218217796619083
5.983333333333333,0.3843814425848109,0.4975326530072689,0.9897968192239459,-0.14248598757126724,0.5326797478114849,0.8463168947099502,0.49106074625110385,-0.8711253316781168,-0.3341127891170185,-0.9425330997627864
